update/0/when,update/0/what,update/1/when,update/1/what,update/2/when,update/2/what,update/3/when,update/3/what,_id,update/4/when,update/4/what
1137601318,PDE,,,,,,,124401,,
1137637459,PDE,,,,,,,124451,,
1137639089,PDE,,,,,,,124455,,
1137659411,PDE,,,,,,,124485,,
1137679931,PDE,,,,,,,124534,,
1138010312,PDE,,,,,,,124866,,
1138190369,PDE,,,,,,,125210,,
1138203892,PDE,,,,,,,125258,,
1138266102,PDE,,,,,,,125334,,
1138307564,PDE,,,,,,,125432,,
1138376734,PDE,,,,,,,125577,,
1138633652,PDE,,,,,,,125757,,
1138647012,PDE,,,,,,,125789,,
1138664987,PDE,,,,,,,125801,,
1138728224,PDE,,,,,,,125951,,
1138749830,PDE,,,,,,,125975,,
1138786541,PDE,,,,,,,126020,,
1138816388,PDE,,,,,,,126119,,
1138882786,PDE,,,,,,,126232,,
1138900233,PDE,,,,,,,126289,,
1138900728,PDE,,,,,,,126290,,
1138901562,PDE,,,,,,,126292,,
1139407809,PDE,,,,,,,126967,,
1139411652,PDE,,,,,,,126984,,
1139469022,PDE,,,,,,,127060,,
1139508095,PDE,,,,,,,127199,,
1139558978,PDE,,,,,,,127257,,
1139727164,PDE,,,,,,,127391,,
1139847140,PDE,,,,,,,127576,,
1139910035,PDE,,,,,,,127726,,
1139920492,PDE,,,,,,,127825,,
1139926125,PDE,,,,,,,127871,,
1140023472,PDE,,,,,,,128116,,
1140035546,PDE,,,,,,,128139,,
1140101690,PDE,,,,,,,128297,,
1140145466,PDE,,,,,,,128368,,
1140182697,PDE,,,,,,,128459,,
1140194540,PDE,,,,,,,128488,,
1140253272,PDE,,,,,,,128514,,
1140585386,PDE,,,,,,,128958,,
1140607684,PDE,,,,,,,129007,,
1140791206,PDE,,,,,,,129394,,
1141125356,PDE,,,,,,,129810,,
1141153486,PDE,,,,,,,129867,,
1141153857,PDE,,,,,,,129868,,
1141296379,PDE,,,,,,,130149,,
1141315331,PDE,,,,,,,130232,,
1141380197,PDE,,,,,,,130332,,
1141479512,PDE,,,,,,,130442,,
1141826239,PDE,,,,,,,130970,,
1141985463,PDE,,,,,,,131341,,
1141996097,PDE,,,,,,,131377,,
1142105801,PDE,,,,,,,131443,,
1142252688,PDE,,,,,,,131572,,
1142409855,PDE,,,,,,,131923,,
1142581205,PDE,,,,,,,132329,,
1142586570,PDE,,,,,,,132343,,
1142938299,PDE,,,,,,,132704,,
1143192267,PDE,,,,,,,133159,,
1143207614,PDE,,,,,,,133197,,
1143309316,PDE,,,,,,,133280,,
1143459325,PDE,,,,,,,133397,,
1143558994,PDE,,,,,,,133732,,
1143587815,PDE,,,,,,,133779,,
1143606694,PDE,,,,,,,133812,,
1143612907,PDE,,,,,,,133820,,
1144065060,PDE,,,,,,,134571,,
1144286505,PDE,,,,,,,135209,,
1144400276,PDE,,,,,,,135561,,
1144414361,PDE,,,,,,,135631,,
1144478732,PDE,,,,,,,135711,,
1144600590,PDE,,,,,,,135762,,
1144671871,PDE,,,,,,,135947,,
1144728679,PDE,,,,,,,136079,,
1144762405,PDE,,,,,,,136176,,
1144762810,PDE,,,,,,,136179,,
1144769596,PDE,,,,,,,136202,,
1144771168,PDE,,,,,,,136208,,
1144854020,PDE,,,,,,,136474,,
1144864587,PDE,,,,,,,136503,,
1145283820,PDE,,,,,,,137072,,
1145382692,PDE,,,,,,,137404,,
1145881477,PDE,,,,,,,138239,,
1145963290,PDE,,,,,,,138434,,
1145978905,PDE,,,,,,,138522,,
1146046587,PDE,,,,,,,138663,,
1146228602,PDE,,,,,,,139268,,
1146482722,PDE,,,,,,,139554,,
1146636922,PDE,,,,,,,139923,,
1146641712,PDE,,,,,,,139947,,
1146803766,PDE,,,,,,,140328,,
1146837793,PDE,,,,,,,140426,,
1147083988,PDE,,,,,,,140609,,
1147095284,PDE,,,,,,,140651,,
1147148935,PDE,,,,,,,140762,,
1147149000,PDE,,,,,,,140763,,
1147172777,PDE,,,,,,,140845,,
1147181315,PDE,,,,,,,140907,,
1147190630,PDE,,,,,,,140949,,
1147224324,PDE,,,,,,,140991,,
1147275489,PDE,,,,,,,141163,,
1147287882,PDE,,,,,,,141184,,
1147347603,PDE,,,,,,,141354,,
1147447255,PDE,,,,,,,141638,,
1147667403,PDE,,,,,,,141734,,
1147785407,PDE,,,,,,,142061,,
1147860811,PDE,,,,,,,142274,,
1147958970,PDE,,,,,,,142595,,
1147965554,PDE,,,,,,,142639,,
1148265051,PDE,,,,,,,142940,,
1148350600,PDE,,,,,,,143160,,
1148377486,PDE,,,,,,,143240,,
1148381886,PDE,,,,,,,143261,,
1148387583,PDE,,,,,,,143287,,
1148388625,PDE,,,,,,,143291,,
1148395101,PDE,,,,,,,143319,,
1148441520,PDE,,,,,,,143421,,
1148545259,PDE,,,,,,,143719,,
1148572239,PDE,,,,,,,143854,,
1149086038,PDE,,,,,,,144773,,
1149128702,PDE,,,,,,,144846,,
1149137762,PDE,,,,,,,144863,,
1149138947,PDE,,,,,,,144864,,
1149663664,PDE,,,,,,,145756,,
1150115126,PDE,,,,,,,146644,,
1150359059,PDE,,,,,,,147292,,
1150442996,PDE,,,,,,,147432,,
1150692876,PDE,,,,,,,147707,,
1150879072,PDE,,,,,,,148043,,
1150951834,PDE,,,,,,,148188,,
1150976805,PDE,,,,,,,148260,,
1150983514,PDE,,,,,,,148288,,
1151194568,PDE,,,,,,,148552,,
1151374438,PDE,,,,,,,148782,,
1151401179,PDE,,,,,,,148834,,
1151792986,PDE,,,,,,,149394,,
1151824608,PDE,,,,,,,149406,,
1151980207,PDE,,,,,,,149528,,
1152357235,PDE,,,,,,,150080,,
1153202509,PDE,,,,,,,150932,,
1153202828,PDE,,,,,,,150933,,
1153217535,PDE,,,,,,,150971,,
1154377787,PDE,,,,,,,152406,,
1154495080,PDE,,,,,,,152577,,
1154513773,PDE,,,,,,,152619,,
1154662658,PDE,,,,,,,152832,,
1155115970,PDE,,,,,,,153311,,
1155176939,PDE,,,,,,,153403,,
1156148055,PDE,,,,,,,154540,,
1156322845,PDE,,,,,,,154862,,
1156325569,PDE,,,,,,,154873,,
1156516041,PDE,,,,,,,155269,,
1156977170,PDE,,,,,,,155758,,
1157069769,PDE,,,,,,,155931,,
1157229216,PDE,,,,,,,156043,,
1158023543,PDE,,,,,,,156975,,
1158052622,PDE,,,,,,,157049,,
1158108659,PDE,,,,,,,157137,,
1158312194,PDE,,,,,,,157484,,
1159259194,PDE,,,,,,,158761,,
1159433139,PDE,,,,,,,159117,,
1159470315,PDE,,,,,,,159215,,
1159514380,PDE,,,,,,,159276,,
1159810234,PDE,,,,,,,159536,,
1160130977,PDE,,,,,,,160051,,
1160132149,PDE,,,,,,,160052,,
1160459680,PDE,,,,,,,160290,,
1160492863,PDE,,,,,,,160381,,
1160666319,PDE,,,,,,,160759,,
1160981456,PDE,,,,,,,161043,,
1161167048,PDE,,,,,,,161434,,
1161619149,PDE,,,,,,,162020,,
1161622301,PDE,,,,,,,162022,,
1161674493,PDE,,,,,,,162075,,
1162815021,PDE,,,,,,,163571,,
1163666222,PDE,,,,,,,164821,,
1164524420,PDE,,,,,,,165861,,
1165481198,PDE,,,,,,,167094,,
1165486921,PDE,,,,,,,167110,,
1165909835,PDE,,,,,,,167621,,
1166003459,PDE,,,,,,,167864,,
1166168765,PDE,,,,,,,168201,,
1166184424,PDE,,,,,,,168242,,
1166184709,PDE,,,,,,,168243,,
1166602045,PDE,,,,,,,168683,,
1168578104,PDE,,,,,,,170311,,
1168620759,PDE,,,,,,,170373,,
1169824635,PDE,,,,,,,171869,,
1170251881,PDE,,,,,,,172370,,
1170252102,PDE,,,,,,,172371,,
1170349607,PDE,,,,,,,172586,,
1170413343,PDE,,,,,,,172683,,
1170690103,PDE,,,,,,,172929,,
1170757510,PDE,,,,,,,173102,,
1170777959,PDE,,,,,,,173190,,
1170778051,PDE,,,,,,,173191,,
1170948530,PDE,,,,,,,173537,,
1170965300,PDE,,,,,,,173580,,
1170972678,PDE,,,,,,,173585,,
1171210540,PDE,,,,,,,173807,,
1171367919,PDE,,,,,,,174036,,
1171387634,PDE,,,,,,,174107,,
1171437177,PDE,,,,,,,174157,,
1171450562,PDE,,,,,,,174194,,
1171457740,PDE,,,,,,,174212,,
1171523079,PDE,,,,,,,174297,,
1171600040,PDE,,,,,,,174422,,
1171629536,PDE,,,,,,,174482,,
1171918254,PDE,,,,,,,174725,,
1171995746,PDE,,,,,,,174901,,
1172174969,PDE,,,,,,,175215,,
1172547487,PDE,,,,,,,175667,,
1172729597,PDE,,,,,,,176010,,
1172825789,PDE,,,,,,,176181,,
1173083586,PDE,,,,,,,176371,,
1173106254,PDE,,,,,,,176413,,
1173626142,PDE,,,,,,,176944,,
1173627412,PDE,,,,,,,176945,,
1173627560,PDE,,,,,,,176947,,
1173803001,PDE,,,,,,,177216,,
1173887063,PDE,,,,,,,177425,,
1174339377,PDE,,,,,,,178167,,
1174342682,PDE,,,,,,,178172,,
1174382935,PDE,,,,,,,178275,,
1174388389,PDE,,,,,,,178322,,
1174404110,PDE,,,,,,,178407,,
1174411244,PDE,,,,,,,178447,,
1174411568,PDE,,,,,,,178449,,
1174411838,PDE,,,,,,,178451,,
1174592255,PDE,,,,,,,178928,,
1174843450,PDE,,,,,,,179212,,
1175006329,PDE,,,,,,,179612,,
1175009242,PDE,,,,,,,179616,,
1175236345,PDE,,,,,,,180180,,
1176118294,PDE,,,,,,,181629,,
1176374997,PDE,,,,,,,182171,,
1176715428,PDE,,,,,,,182566,,
1176794675,PDE,,,,,,,182743,,
1176897129,PDE,,,,,,,183017,,
1176973621,PDE,,,,,,,183207,,
1176981738,PDE,,,,,,,183227,,
1176983417,PDE,,,,,,,183234,,
1177081973,PDE,,,,,,,183465,,
1177328218,PDE,,,,,,,183636,,
1177339141,PDE,,,,,,,183666,,
1177427480,PDE,,,,,,,183869,,
1177595912,PDE,,,,,,,184316,,
1177596275,PDE,,,,,,,184317,,
1177684993,PDE,,,,,,,184517,,
1177838472,PDE,,,,,,,184627,,
1178015483,PDE,,,,,,,184920,,
1178215219,PDE,,,,,,,185473,,
1178618278,PDE,,,,,,,185976,,
1178802145,PDE,,,,,,,186437,,
1178817875,PDE,,,,,,,186472,,
1178880372,PDE,,,,,,,186604,,
1179141515,PDE,,,,,,,186838,,
1179233687,PDE,,,,,,,187079,,
1179254955,PDE,,,,,,,187159,,
1179297026,PDE,,,,,,,187241,,
1179300918,PDE,,,,,,,187250,,
1179320975,PDE,,,,,,,187359,,
1179404596,PDE,,,,,,,187638,,
1179475455,PDE,,,,,,,187809,,
1179894826,PDE,,,,,,,188612,,
1179926245,PDE,,,,,,,188735,,
1179926554,PDE,,,,,,,188739,,
1179933144,PDE,,,,,,,188777,,
1180014521,PDE,,,,,,,189016,,
1180322948,PDE,,,,,,,189387,,
1180338949,PDE,,,,,,,189435,,
1180345956,PDE,,,,,,,189467,,
1180358879,PDE,,,,,,,189499,,
1181058378,PDE,,,,,,,191128,,
1181102411,PDE,,,,,,,191204,,
1181305716,PDE,,,,,,,191756,,
1181369436,PDE,,,,,,,191815,,
1181617881,PDE,,,,,,,192127,,
1181661216,PDE,,,,,,,192292,,
1181900750,PDE,,,,,,,192904,,
1182262484,PDE,,,,,,,193392,,
1183980394,PDE,,,,,,,195865,,
1184030074,PDE,,,,,,,195947,,
1184141678,PDE,,,,,,,196159,,
1184606782,PDE,,,,,,,196754,,
1184607232,PDE,,,,,,,196755,,
1184937248,PDE,,,,,,,197331,,
1185807951,PDE,,,,,,,198326,,
1185843697,PDE,,,,,,,198360,,
1185958528,PDE,,,,,,,198536,,
1186308876,PDE,,,,,,,198891,,
1186553876,PDE,,,,,,,199241,,
1187266797,PDE,,,,,,,200230,,
1188542575,PDE,,,,,,,201889,,
1188974253,PDE,,,,,,,202265,,
1189005854,PDE,,,,,,,202337,,
1189476123,PDE,,,,,,,202888,,
1189671911,PDE,,,,,,,203270,,
1190283263,PDE,,,,,,,204143,,
1191204861,PDE,,,,,,,205019,,
1191332048,PDE,,,,,,,205230,,
1192624528,PDE,,,,,,,206674,,
1192626253,PDE,,,,,,,206679,,
1192667091,PDE,,,,,,,206708,,
1192677737,PDE,,,,,,,206729,,
1192703193,PDE,,,,,,,206788,,
1192730614,PDE,,,,,,,206837,,
1192811032,PDE,,,,,,,206959,,
1193225228,PDE,,,,,,,207335,,
1193238348,PDE,,,,,,,207359,,
1193734583,PDE,,,,,,,207984,,
1194017597,PDE,,,,,,,208617,,
1194446668,PDE,,,,,,,209092,,
1195574963,PDE,,,,,,,210457,,
1195576635,PDE,,,,,,,210464,,
1196417224,PDE,,,,,,,211605,,
1196427039,PDE,,,,,,,211624,,
1196517204,PDE,,,,,,,211677,,
1196938399,PDE,,,,,,,212161,,
1197365699,PDE,,,,,,,212571,,
1197552153,PDE,,,,,,,212920,,
1197886268,PDE,,,,,,,213190,,
1198176087,PDE,,,,,,,213660,,
1198236438,PDE,,,,,,,213715,,
1199443265,PDE,,,,,,,214362,,
1200457871,PDE,,,,,,,215462,,
1200744053,PDE,,,,,,,215889,,
1201034104,PDE,,,,,,,216216,,
1201618450,PDE,,,,,,,216979,,
1201626202,PDE,,,,,,,217005,,
1201662427,PDE,,,,,,,217054,,
1201754464,PDE,,,,,,,217238,,
1202481114,PDE,,,,,,,218377,,
1203433208,PDE,,,,,,,219497,,
1203434816,PDE,,,,,,,219503,,
1203595598,PDE,,,,,,,219832,,
1203674742,PDE,,,,,,,219979,,
1204656825,PDE,,,,,,,221424,,
1204878959,PDE,,,,,,,221855,,
1205229089,PDE,,,,,,,222240,,
1205239824,PDE,,,,,,,222278,,
1205569241,PDE,,,,,,,222849,,
1205749265,PDE,,,,,,,222961,,
1205749339,PDE,,,,,,,222962,,
1205749755,PDE,,,,,,,222964,,
1205850447,PDE,,,,,,,223121,,
1206522978,PDE,,,,,,,224098,,
1206545560,PDE,,,,,,,224194,,
1207041630,PDE,,,,,,,225128,,
1208427518,PDE,,,,,,,227589,,
1208793251,PDE,,,,,,,228114,,
1208963364,PDE,,,,,,,228525,,
1209743229,PDE,,,,,,,230044,,
1210137866,PDE,,,,,,,230870,,
1210168679,PDE,,,,,,,230975,,
1210173519,PDE,,,,,,,230995,,
1210213762,PDE,,,,,,,231063,,
1210688572,PDE,,,,,,,231929,,
1210770623,PDE,,,,,,,232160,,
1211314548,PDE,,,,,,,233127,,
1211314625,PDE,,,,,,,233128,,
1211380325,PDE,,,,,,,233336,,
1211489459,PDE,,,,,,,233605,,
1211556637,PDE,,,,,,,233767,,
1211561644,PDE,,,,,,,233778,,
1211813933,PDE,,,,,,,234032,,
1211951329,PDE,,,,,,,234338,,
1212063942,PDE,,,,,,,234691,,
1212230562,PDE,,,,,,,234990,,
1213262935,PDE,,,,,,,236901,,
1213285773,PDE,,,,,,,236986,,
1213585537,PDE,,,,,,,237242,,
1213714726,PDE,,,,,,,237537,,
1213839487,PDE,,,,,,,237747,,
1213913989,PDE,,,,,,,237874,,
1213914149,PDE,,,,,,,237875,,
1213914283,PDE,,,,,,,237876,,
1213914390,PDE,,,,,,,237877,,
1213946748,PDE,,,,,,,237922,,
1213975834,PDE,,,,,,,238001,,
1215434108,PDE,,,,,,,239843,,
1215630618,PDE,,,,,,,240254,,
1215679174,PDE,,,,,,,240338,,
1215753545,PDE,,,,,,,240474,,
1215791321,PDE,,,,,,,240546,,
1216031157,PDE,,,,,,,240696,,
1216356543,PDE,,,,,,,241377,,
1216806982,PDE,,,,,,,241830,,
1217944609,PDE,,,,,,,243227,,
1218108945,PDE,,,,,,,243472,,
1218109108,PDE,,,,,,,243475,,
1218440540,PDE,,,,,,,243753,,
1219325710,PDE,,,,,,,244870,,
1220411752,PDE,,,,,,,246060,,
1220445052,PDE,,,,,,,246127,,
1220605806,PDE,,,,,,,246391,,
1221115547,PDE,,,,,,,247007,,
1221123891,PDE,,,,,,,247027,,
1221148166,PDE,,,,,,,247091,,
1221229345,PDE,,,,,,,247198,,
1221384544,PDE,,,,,,,247232,,
1221668381,PDE,,,,,,,247749,,
1222417044,PDE,,,,,,,248725,,
1222433809,PDE,,,,,,,248767,,
1222433839,PDE,,,,,,,248768,,
1222875620,PDE,,,,,,,249406,,
1222878075,PDE,,,,,,,249410,,
1222878118,PDE,,,,,,,249411,,
1222942517,PDE,,,,,,,249518,,
1223465504,PDE,,,,,,,250137,,
1224057118,PDE,,,,,,,250942,,
1224741558,PDE,,,,,,,251832,,
1224765766,PDE,,,,,,,251893,,
1225108949,PDE,,,,,,,252228,,
1225114343,PDE,,,,,,,252246,,
1225120820,PDE,,,,,,,252267,,
1225316988,PDE,,,,,,,252711,,
1225370576,PDE,,,,,,,252855,,
1225370863,PDE,,,,,,,252856,,
1225789703,PDE,,,,,,,253713,,
1225872387,PDE,,,,,,,253913,,
1227089666,PDE,,,,,,,255824,,
1227576334,PDE,,,,,,,256379,,
1227776867,PDE,,,,,,,256787,,
1228306325,PDE,,,,,,,257401,,
1228484871,PDE,,,,,,,257761,,
1228750264,PDE,,,,,,,257988,,
1229505702,PDE,,,,,,,259115,,
1230047208,PDE,,,,,,,259609,,
1231239815,PDE,,,,,,,260068,,
1231338172,PDE,,,,,,,260315,,
1231507863,PDE,,,,,,,260582,,
1231513323,PDE,,,,,,,260594,,
1231653307,PDE,,,,,,,260634,,
1231765580,PDE,,,,,,,260763,,
1232471013,PDE,,,,,,,261733,,
1232536399,PDE,,,,,,,261863,,
1232537858,PDE,,,,,,,261870,,
1232548944,PDE,,,,,,,261890,,
1232897093,PDE,,,,,,,262324,,
1232963652,PDE,,,,,,,262385,,
1232966293,PDE,,,,,,,262396,,
1232994883,PDE,,,,,,,262463,,
1233065917,PDE,,,,,,,262653,,
1233072515,PDE,,,,,,,262678,,
1233105578,PDE,,,,,,,262711,,
1233318207,PDE,,,,,,,263080,,
1233319562,PDE,,,,,,,263084,,
1233769040,PDE,,,,,,,263717,,
1234369600,PDE,,,,,,,264603,,
1234369735,PDE,,,,,,,264605,,
1235018933,PDE,,,,,,,265438,,
1235050947,PDE,,,,,,,265534,,
1235061034,PDE,,,,,,,265560,,
1235153393,PDE,,,,,,,265726,,
1235313504,PDE,,,,,,,265771,,
1235392635,PDE,,,,,,,265863,,
1235392940,PDE,,,,,,,265864,,
1235496500,PDE,,,,,,,266056,,
1235562994,PDE,,,,,,,266175,,
1235576225,PDE,,,,,,,266222,,
1236230517,PDE,,,,,,,267180,,
1236324555,PDE,,,,,,,267356,,
1236424981,PDE,,,,,,,267506,,
1236435128,PDE,,,,,,,267511,,
1236684989,PDE,,,,,,,267906,,
1236763594,PDE,,,,,,,268119,,
1236787022,PDE,,,,,,,268223,,
1236789838,PDE,,,,,,,268231,,
1236862144,PDE,,,,,,,268395,,
1236868299,PDE,,,,,,,268418,,
1236952123,PDE,,,,,,,268583,,
1237215547,PDE,,,,,,,268867,,
1237218244,PDE,,,,,,,268875,,
1237328820,PDE,,,,,,,269122,,
1237372643,PDE,,,,,,,269225,,
1237374670,PDE,,,,,,,269236,,
1237438337,PDE,,,,,,,269322,,
1237453326,PDE,,,,,,,269361,,
1237545390,PDE,,,,,,,269540,,
1237849573,PDE,,,,,,,269765,,
1238292411,PDE,,,,,,,270374,,
1238598327,PDE,,,,,,,270882,,
1238602727,PDE,,,,,,,270894,,
1238751091,PDE,,,,,,,271141,,
1239026091,PDE,,,,,,,271373,,
1239035088,PDE,,,,,,,271386,,
1239292369,PDE,,,,,,,271848,,
1239634072,PDE,,,,,,,272084,,
1239739268,PDE,,,,,,,272237,,
1239741016,PDE,,,,,,,272241,,
1239786395,PDE,,,,,,,272327,,
1239806226,PDE,,,,,,,272392,,
1239806460,PDE,,,,,,,272394,,
1239807171,PDE,,,,,,,272398,,
1239885058,PDE,,,,,,,272543,,
1239891099,PDE,,,,,,,272572,,
1239897487,PDE,,,,,,,272588,,
1240217217,PDE,,,,,,,272907,,
1240220387,PDE,,,,,,,272927,,
1240299946,PDE,,,,,,,273059,,
1240318859,PDE,,,,,,,273115,,
1240576621,PDE,,,,,,,273627,,
1240580835,PDE,,,,,,,273640,,
1240663586,PDE,,,,,,,273687,,
1240759027,PDE,,,,,,,273748,,
1240772414,PDE,,,,,,,273757,,
1240822198,PDE,,,,,,,273861,,
1240939026,PDE,,,,,,,274203,,
1241014376,PDE,,,,,,,274420,,
1241081492,PDE,,,,,,,274527,,
1241125332,PDE,,,,,,,274624,,
1241193640,PDE,,,,,,,274702,,
1241402085,PDE,,,,,,,274786,,
1241451533,PDE,,,,,,,274901,,
1241483103,PDE,,,,,,,274934,,
1241545489,PDE,,,,,,,275086,,
1241563789,PDE,,,,,,,275100,,
1242181103,PDE,,,,,,,276034,,
1242200896,PDE,,,,,,,276081,,
1242980870,PDE,,,,,,,277472,,
1242994555,PDE,,,,,,,277514,,
1243957004,PDE,,,,,,,278876,,
1244448746,PDE,,,,,,,279470,,
1244517464,PDE,,,,,,,279583,,
1244532011,PDE,,,,,,,279609,,
1245240605,PDE,,,,,,,280657,,
1245659308,PDE,,,,,,,281088,,
1245683157,PDE,,,,,,,281150,,
1245926664,PDE,,,,,,,281539,,
1245956183,PDE,,,,,,,281592,,
1246500450,PDE,,,,,,,282260,,
1246582596,PDE,,,,,,,282341,,
1246974294,PDE,,,,,,,282740,,
1247142228,PDE,,,,,,,283060,,
1247143185,PDE,,,,,,,283063,,
1247152908,PDE,,,,,,,283078,,
1247159882,PDE,,,,,,,283091,,
1247231818,PDE,,,,,,,283185,,
1247231862,PDE,,,,,,,283186,,
1248360613,PDE,,,,,,,284499,,
1248709107,PDE,,,,,,,284806,,
1248858272,PDE,,,,,,,285018,,
1248947346,PDE,,,,,,,285177,,
1250485340,PDE,,,,,,,286783,,
1250747361,PDE,,,,,,,287166,,
1250792686,PDE,,,,,,,287253,,
1251302213,PDE,,,,,,,287751,,
1251342998,PDE,,,,,,,287800,,
1251733064,PDE,,,,,,,288186,,
1251741018,PDE,,,,,,,288195,,
1251931004,PDE,,,,,,,288426,,
1253089930,PDE,,,,,,,289614,,
1253259078,PDE,,,,,,,289851,,
1254139819,PDE,,,,,,,290729,,
1254223995,PDE,,,,,,,290828,,
1254739774,PDE,,,,,,,291389,,
1255050727,PDE,,,,,,,291872,,
1255083189,PDE,,,,,,,291930,,
1255540115,PDE,,,,,,,292327,,
1256049305,PDE,,,,,,,292821,,
1256108094,PDE,,,,,,,292885,,
1256310137,PDE,,,,,,,293218,,
1256310274,PDE,,,,,,,293219,,
1256790775,PDE,,,,,,,293647,,
1257135043,PDE,,,,,,,293905,,
1257211028,PDE,,,,,,,294019,,
1257413772,PDE,,,,,,,294334,,
1258378417,PDE,,,,,,,295282,,
1258664977,PDE,,,,,,,295673,,
1259243910,PDE,,,,,,,296287,,
1259494388,PDE,,,,,,,296417,,
1259758904,PDE,,,,,,,296737,,
1260173087,PDE,,,,,,,297064,,
1261139520,PDE,,,,,,,298212,,
1261174334,PDE,,,,,,,298239,,
1262619565,PDE,,,,,,,298799,,
1263481983,PDE,,,,,,,299705,,
1263549650,PDE,,,,,,,299776,,
1263891183,PDE,,,,,,,300052,,
1264594044,PDE,,,,,,,301037,,
1264781854,PDE,,,,,,,301311,,
1265864635,PDE,,,,,,,302562,,
1266414850,PDE,,,,,,,303117,,
1266573149,PDE,,,,,,,303332,,
1267541190,PDE,,,,,,,304419,,
1267605932,PDE,,,,,,,304513,,
1267641218,PDE,,,,,,,304603,,
1268308049,PDE,,,,,,,305548,,
1268311023,PDE,,,,,,,305560,,
1268335833,PDE,,,,,,,305623,,
1268640283,PDE,,,,,,,305845,,
1268981185,PDE,,,,,,,306510,,
1269159093,PDE,,,,,,,306637,,
1269370332,PDE,,,,,,,306892,,
1269533361,PDE,,,,,,,307141,,
1270553525,PDE,,,,,,,308243,,
1270821313,PDE,,,,,,,308696,,
1271060807,PDE,,,,,,,308842,,
1271137693,PDE,,,,,,,308986,,
1271318118,PDE,,,,,,,309311,,
1271502190,PDE,,,,,,,309572,,
1272230788,PDE,,,,,,,310406,,
1272325586,PDE,,,,,,,310568,,
1272367240,PDE,,,,,,,310674,,
1272377818,PDE,,,,,,,310710,,
1273255815,PDE,,,,,,,312140,,
1273843717,PDE,,,,,,,312972,,
1274438143,PDE,,,,,,,313940,,
1274876859,PDE,,,,,,,314550,,
1275312181,PDE,,,,,,,315130,,
1275444330,PDE,,,,,,,315353,,
1275460791,PDE,,,,,,,315388,,
1275475767,PDE,,,,,,,315424,,
1275537907,PDE,,,,,,,315548,,
1275569197,PDE,,,,,,,315647,,
1275595099,PDE,,,,,,,315710,,
1275637353,PDE,,,,,,,315762,,
1275644506,PDE,,,,,,,315792,,
1276082152,PDE,,,,,,,316339,,
1276258802,PDE,,,,,,,316641,,
1277206795,PDE,,,,,,,317621,,
1277388305,PDE,,,,,,,317878,,
1277695096,PDE,,,,,,,318144,,
1279244393,PDE,,,,,,,320078,,
1279900391,PDE,,,,,,,320774,,
1279906309,PDE,,,,,,,320779,,
1279906955,PDE,,,,,,,320780,,
1279907325,PDE,,,,,,,320781,,
1279907698,PDE,,,,,,,320782,,
1279946742,PDE,,,,,,,320794,,
1279949613,PDE,,,,,,,320797,,
1279949809,PDE,,,,,,,320798,,
1279951707,PDE,,,,,,,320800,,
1279955508,PDE,,,,,,,320803,,
1279955810,PDE,,,,,,,320806,,
1280995165,PDE,,,,,,,321877,,
1280999017,PDE,,,,,,,321888,,
1281005165,PDE,,,,,,,321901,,
1281537561,PDE,,,,,,,322433,,
1282059483,PDE,,,,,,,322961,,
1282238277,PDE,,,,,,,323197,,
1282309048,PDE,,,,,,,323286,,
1282319167,PDE,,,,,,,323298,,
1282748317,PDE,,,,,,,323654,,
1282899058,PDE,,,,,,,323837,,
1283741496,PDE,,,,,,,324553,,
1284571633,PDE,,,,,,,325401,,
1284965505,PDE,,,,,,,325749,,
1285329615,PDE,,,,,,,326181,,
1286891286,PDE,,,,,,,327607,,
1286974546,PDE,,,,,,,327706,,
1287670732,PDE,,,,,,,328405,,
1287807952,PDE,,,,,,,328526,,
1288524246,PDE,,,,,,,329162,,
1288555215,PDE,,,,,,,329169,,
1288939191,PDE,,,,,,,329530,,
1289294276,PDE,,,,,,,329807,,
1289912493,PDE,,,,,,,330392,,
1291629045,PDE,,,,,,,331917,,
1293175814,PDE,,,,,,,333195,,
1295424877,PDE,,,,,,,334785,,
1295531961,PDE,,,,,,,334941,,
1296722043,PDE,,,,,,,336233,,
1297647954,PDE,,,,,,,337088,,
1301989706,PDE,,,,,,,341906,,
1302608620,PDE,,,,,,,342616,,
1302698653,PDE,,,,,,,342750,,
1303091085,PDE,,,,,,,343094,,
1136800213,PDE,,,,,,,123110,,
1140540852,PDE,,,,,,,128908,,
1141028054,PDE,,,,,,,129570,,
1141898904,PDE,,,,,,,131115,,
1144674777,PDE,,,,,,,135973,,
1144796653,PDE,,,,,,,136269,,
1145513364,PDE,,,,,,,137698,,
1147084397,PDE,,,,,,,140611,,
1147181216,PDE,,,,,,,140906,,
1147702669,PDE,,,,,,,141878,,
1147878706,PDE,,,,,,,142358,,
1148846372,PDE,,,,,,,144145,,
1148917637,PDE,,,,,,,144324,,
1149691456,PDE,,,,,,,145872,,
1150447399,PDE,,,,,,,147449,,
1150780483,PDE,,,,,,,147851,,
1150899224,PDE,,,,,,,148110,,
1151411863,PDE,,,,,,,148869,,
1153246793,PDE,,,,,,,151025,,
1154424985,PDE,,,,,,,152469,,
1154444088,PDE,,,,,,,152514,,
1154622846,PDE,,,,,,,152804,,
1154700122,PDE,,,,,,,152876,,
1155878227,PDE,,,,,,,154342,,
1158141463,PDE,,,,,,,157186,,
1158638410,PDE,,,,,,,157768,,
1160398896,PDE,,,,,,,160239,,
