update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what
1205836176,failing tests in Build N20080317-2000,,,223093,,,,
1205918414,failing test in N20080318-2000,,,223194,,,,
1206034532,Progress message during build,,,223439,,,,
1206355163,[api tools] not flagging missing since tags,,,223666,,,,
1206355306,[api tools] not flagging extenders who shouldn't be extending,,,223667,,,,
1206356389,Filters show outgoing change but did not modify them,,,223673,,,,
1206356662,NPE opening filter property page on pde.ui,,,223674,,,,
1206439002,Duplicate error for missing API baseline,,,223845,,,,
1206453024,[api tooling] Removing all profiles doesn't trigger a rebuild,,,223946,,,,
1206569739,No need to compare anonymous types for compatibility,,,224283,,,,
1206569847,"avoid ""finding"" types when building API description nodes",,,224284,,,,
1206610173,"Confusing error message in ""New API Profile"" dialog",,,224375,,,,
1206611379,Problem filter not applied when added from CVS,,,224383,,,,
1206628119,change to x-internal in manifest file is not picked up,,,224447,,,,
1206630144,Bundle versioning scheme should be based on problem filtering and project preferences,,,224456,,,,
1206697840,[api tooling] Change of interface method signature is not recognized as API breakage,,,224636,,,,
1206698070,[api tooling] Spell checker problems with @noimplement and friends,,,224637,,,,
1206699994,"[api tooling] @since tag quickfix should use the version from the Manifest, and not what it thinks is right",,,224648,,,,
1206707310,Invalid @since tag error appears incorrectly,,,224685,,,,
1206712720,[api tooling] The enclosing type should not be returned as a default member,,,224713,,,,
1206712967,[api tooling] The IMember is not properly located when it is a constructor,,,224716,,,,
1206713512,NPE during API usage scanning,,,224719,,,,
1206951546,[AAP001] The variable {0} stands for?,,,224903,,,,
1206951693,[AAP001] The source issue,,,224904,,,,
1206970326,API leak detection does not respect @noreference for public field,,,224972,,,,
1206973576,"After fixing breaking API changes, error about bundle version still there",,,224983,,,,
1206973899,Missing @since tags reported for API classes that existed in the baseline,,,224987,,,,
1206975699,change from compile-time constant to run-time constant not detected,,,224994,,,,
1207002143,NumberFormatException after adding nature,,,225039,,,,
1207038707,@noreference: distinguish between method and constructor,,,225108,,,,
1207039652,leaking types: don't warn when API is non referencable,,,225112,,,,
1207039698,CCE during problem creation,,,225113,,,,
1207041904,Wording in the API Tooling setup wizard,,,225131,,,,
1207042112,Could not locate IMember for the constructor of a type member,,,225133,,,,
1207042400,Wording in the build progress monitor,,,225135,,,,
1207043020,Wrong 'since 3.4' errors on jdt.ui,,,225138,,,,
1207043223,wording in 'invalid @since tag' problem,,,225141,,,,
1207043597,NPE during ApiDescription.resolveAnnotations(...),,,225142,,,,
1207044230,API tooling project property page: wording,,,225144,,,,
1207044419,CCE when restoring an ApiDescription,,,225146,,,,
1207049832,IllegalArgumentException when @since tags has the wrong format,,,225163,,,,
1207053323,User doc: getting started,,,225174,,,,
1207055389,Not possible to have two API problems with the same ids on the same resource,,,225181,,,,
1207056409,Bundle version error should be refreshed when the last breaking change is under control,,,225186,,,,
1207113540,ClassCastException in log,,,225306,,,,
1207133663,Report missing @since tags even if the corresponding member has a non-javadoc comment,,,225374,,,,
1207140402,Get wrong @noreference completion proposal for an interface type,,,225397,,,,
1207142614,Replace all usage of NLS.bind(...) with MessageFormat.format(...) from icu plugin,,,225408,,,,
1207149311,"Cannot ignore ""the final keyword has been added""",,,225433,,,,
1207165040,No rebuild is requested when the location of the baseline is modified,,,225461,,,,
1207165343,@since tags should be checked for breaking api compatibility error only if they are additions,,,225463,,,,
1207167687,quickfix for Bundle-Version inconsistent with error message,,,225469,,,,
1207169381,removing API not recognizes as breaking change,,,225473,,,,
1207169697,no need to build API description for non-API enabled source projects,,,225475,,,,
1207195487,invalid warning to increment since,,,225517,,,,
1207196552,code assist after prefix doesn't work,,,225521,,,,
1207197798,test if baseline type was already API,,,225525,,,,
1207198900,what does @noextend mean on methods,,,225529,,,,
1207226488,Versions seem to be reversed in error message for major version update,,,225622,,,,
1207299423,Javadoc tags have wrong defaults (opt-out instead of opt-in),,,225756,,,,
1207317179,API error undetected in AbstractPresentationFactory,,,225826,,,,
1207318543,component.xml file of non-api projects is being over-written,,,225833,,,,
1207562388,API Analysis builder is not cancelable,,,225989,,,,
1207562497,NullPointerException encountered while running API Analysis Builder,,,225990,,,,
1207567729,Translation Clarification - string concatenation problems in org.eclipse.pde.api.tools,,,226004,,,,
1207623322,"Packages exported with ""hidden from all plug-ins"" options cause strange problems",,,226097,,,,
1207640703,More specific implementation of a super method should not be considered as an addition,,,226128,,,,
1207646293,@nooverride and @noreference do not work for constructors,,,226140,,,,
1207658835,remove export from API component API,,,226174,,,,
1207713998,API tools use too much memory,,,226254,,,,
1207730733,wrong warning that AddDelegateMethodsAction leaks,,,226293,,,,
1207731842,Warning on missing since for newly overridden method,,,226300,,,,
1207765619,Problem filter quickfix should be more descriptive,,,226398,,,,
1207766982,"Could not locate member when it is a constructor when the error is ""Member visibility reduced""",,,226400,,,,
1207771283,"AssertionFailedException: ""null argument"" thrown from Util.getBuildJob",,,226403,,,,
1207772483,"The error ""major version should be incremented"" should go away when a breaking API change is reversed",,,226407,,,,
1207801502,"API Problem Filters should reference elements, not only problem IDs",,,226470,,,,
1207801772,'API Problem Filters' properties page: Remove ellipsis from Remove...,,,226472,,,,
1207811963,NPE in ApiProblemReporter.isProblemFiltered(...),,,226499,,,,
1207821909,Ant task to generate .api_description file should not do anything for projects without the api tools nature,,,226559,,,,
1207896198,the variables stand for?,,,226671,,,,
1207918146,Problem reporter cannot filter problems outside of the workspace,,,226745,,,,
1208165701,"Builder should use analyser, and create its own markers",,,226951,,,,
1208168539,Using API filter and API filter store outside of a headless Eclipse,,,226968,,,,
1208168693,[api tooling] Missing @since tags are not flagged for newly added types,,,226969,,,,
1208173958,Add version to the .api description file,,,226979,,,,
1208175511,API tool bundles should be version 1.0.0?,,,226980,,,,
1208244292,Failing tests in N20080414-2000,,,227124,,,,
1208246069,API tag code assist proposals should only be available if project is under pde tooling control,,,227129,,,,
1208250572,Remove uneeded parameter for API usage scanning,,,227147,,,,
1208333934,Addition or removal of filter should trigger an incremental build of the applicable type,,,227332,,,,
1208335019,.api_filters could not be removed,,,227340,,,,
1208340143,Make exact specification of @no* tags available in the SDK,,,227368,,,,
1208340293,builder progress messages don't appear,,,227370,,,,
1208342686,Marking interfaces with @noimplement does not get rid of breaking change errors,,,227377,,,,
1208343833,@nooverride vs. @noextend for methods,,,227381,,,,
1208357511,ResourceException trying to create api filter,,,227435,,,,
1208402764,Add problem for incorrect usage of @no* tags,,,227508,,,,
1208413135,"Problems with exported packages with ""x-internal:=true""",,,227533,,,,
1208423957,Extending non-API class is not always an API problem,,,227570,,,,
1208424282,Bundle version error saying to increase minor version even though no new API was added,,,227573,,,,
1208431872,Wrong 'added field' error for @noimplement interface,,,227608,,,,
1208432106,"Execution Environment deltas should consider ""compatible"" EE",,,227611,,,,
1208459906,"NPE, possibly related to missing @since tag error",,,227694,,,,
1208471187,"filter for ""Method with non-API parameter"" breaks after rebuild",,,227706,,,,
1208503050,remove @nooverride support for constructors,,,227762,,,,
1208517460,Add messages for compatible deltas,,,227803,,,,
1208520715,NPE while debugging API tools,,,227815,,,,
1208781289,final keyword addition for a method should not be flagged as a breakage if the enclosing type is tagged with @noextend,,,228075,,,,
1208868394,Filter search criteria with preferences,,,228257,,,,
1208869823,Error message is confusing for removed types,,,228263,,,,
1208896045,exceptions from builder state,,,228311,,,,
1208916665,Undo 'Add missing @since tag' quick fix is not atomic,,,228348,,,,
1208923136,NPE in ApiFilterStore.resourceChanged,,,228365,,,,
1208926429,"Occasional ""Missing @since tag"" error on internal class",,,228371,,,,
1208938006,'restrictions have changed' errors abound,,,228424,,,,
1208943945,External class file folders break bundle API components,,,228446,,,,
1208945239,Internal class marked with API error,,,228451,,,,
1208948479,Analyzer should work in OSGi-less mode,,,228460,,,,
1208954259,[api tooling] Bundle version computer and re-export of a superclass breaking API,,,228487,,,,
1208957406,[api tooling] @since tags should not be limited to two fragments only,,,228499,,,,
1208960938,URL[] urls = PluginPathFinder.getPluginPaths(location); doesn't return the list of bundles at location anymore,,,228510,,,,
1209038125,"Don't require bundles to be in ""plugins"" directory",,,228726,,,,
1209118591,Timing issue on removing filters,,,228898,,,,
1209125606,"error claims API type was removed, but it was internal",,,228925,,,,
1209368841,Wrong API breakage reported,,,229034,,,,
1209370012,API breakage reported against private class,,,229051,,,,
1209370440,Wrong missing @since tag problem reported on private class,,,229056,,,,
1209380288,Make build components pluggable,,,229118,,,,
1209453434,non-API parameter type warning on @noref method,,,229296,,,,
1209455917,Participate with the Java problem type marker grouping,,,229311,,,,
1209470568,Incremental build does not flag addition of invalid tags,,,229420,,,,
1209472840,Error logged when deleting problem filters,,,229434,,,,
1209474082,Class name appears in error marker where tag name is expected,,,229442,,,,
1209474503,'Member visibility reduced' reported for private inner class,,,229450,,,,
1209476681,Not prompted to build after changing baseline,,,229460,,,,
1209476893,Progress reaches 100% before done,,,229462,,,,
1209545217,Details for minor version increment are not entirely visible,,,229637,,,,
1209545514,Changing version of bundle creates API errors in dependents,,,229638,,,,
1209553440,errors in log look like they should not be logged,,,229673,,,,
1209562288,Filtered problems reappear sometimes,,,229705,,,,
1209588171,Project specific errors/warnings doesn't work anymore,,,229750,,,,
1209629421,missing @since tag errors found one at a time per file,,,229783,,,,
1209638867,Incremental build performance improvement,,,229814,,,,
1209639132,removing the last filter should remove the parent,,,229815,,,,
1209717823,incorrect indentation for @since tag quick fix,,,229965,,,,
1209718803,Usage problem messages should be more descriptive,,,229971,,,,
1209731243,More changes to @since tag problem wording,,,230010,,,,
1209734654,Search engine doesn't support a system bundle component,,,230020,,,,
1209735417,Missing error message for api usage,,,230021,,,,
1209823511,IAE while using quick fix,,,230081,,,,
1209963391,[api tooling] Missing @since tag should not be flagged if Javadoc is inherited from a parent interface,,,230176,,,,
1209964006,[api tooling] Minor version increment requested although nothing has changed,,,230178,,,,
1209965480,[api tooling] Incorrectly reported missing @since tag for RSEDefaultNewConnectionWizard#getFirstAdditionalPage(),,,230181,,,,
1209968039,[api tooling] Missing @since tag should not be flagged for pushed down methods,,,230190,,,,
1209970891,Content assist should not propose @no* tags that are already present,,,230198,,,,
1209972272,"method with @noreference and @nooverride flagged as having ""non-API parameter""",,,230205,,,,
1209973645,"[api tooling] ""Illegally instantiates"" should not be flagged when extending an @noinstantiate class",,,230209,,,,
1209984198,'Set all to:...' preference action does not set all,,,230252,,,,
1209990450,Addition of an ant task to run the API tools verification during Eclipse build,,,230271,,,,
1209993526,"Callers of org.eclipse.pde.api.tools.internal.util.Util.getInputStreamAsCharArray(InputStream, int, String) must close the input stream",,,230281,,,,
1210064731,final @noreference method should not be flagged with an error when having API leaks problem,,,230409,,,,
1210065493,Api filter format could list the message arguments instead of concatenating them,,,230411,,,,
1210066345,need a way to ignore all compatibility checks,,,230416,,,,
1210160343,Removing api filters file doesn't trigger a rebuild,,,230945,,,,
1210160496,Similar problems are being dropped from analyzer,,,230947,,,,
1210165732,detect unrequired change to plug-in minor version,,,230965,,,,
1210168741,Filter quick-fix should use filter icon,,,230976,,,,
1210171658,False positive reported by API tool when override method added,,,230986,,,,
1210173259,Accurately catching constructor problems inside constructors,,,230993,,,,
1210190329,Changing non-final to final class should be a compatible change for @noextend class,,,231027,,,,
1210190960,adding method to @noimplement interface flagged as error,,,231028,,,,
1210249011,No delta returned for adding or removing volatile modifiers from a field,,,231170,,,,
1210252216,Bundle verification ant task should report non-api bundles,,,231184,,,,
1210256736,NPE creating @since tag problem,,,231202,,,,
1210319186,org.eclipse.ui complaint about API,,,231298,,,,
1210345211,Remove javadoc resolution should use the remove icon,,,231382,,,,
1210347349,quickfix for bundle version replaces .qualifier with explicit build ID,,,231390,,,,
1210362068,Conversion of org.eclipse.update.core is causing weird results,,,231409,,,,
1210600183,NPE building a fragment,,,231652,,,,
1210603936,Should persist member flags,,,231663,,,,
1210612686,Cannot filter error inside MANIFEST.MF,,,231688,,,,
1210619790,org.eclipse.pde.api.tools dependency on pde.core is broken with pde.core downgrade version,,,231699,,,,
1210624737,org.eclipse.core.runtime.compatibility.registry is not property handled by API Tools,,,231707,,,,
1210671625,avoid findType(..) when reading API description,,,231838,,,,
1210673421,method tagged with @noreference should not be seen as new API,,,231850,,,,
1210676298,Changing pde.core major version to 4.0.0.qualifier is not detected as an error,,,231860,,,,
1210676918,Split bundle version management preference to distinguish minor and major version errors,,,231866,,,,
1210680697,Convert xml reports from Bundle verification ant task into html,,,231889,,,,
1210690816,Improve API description memory usage,,,231936,,,,
1210694120,"API tooling wizard: ""Use Reset..."" error  in banner shouldn't be",,,231953,,,,
1210694347,API tooling wizard: adding baseline should select it,,,231955,,,,
1210694570,"API Baselines pref page - should be ""Remove"" (no ellipsis)",,,231957,,,,
1210757438,quickfix for changing versions should be respective of .qualifier,,,232097,,,,
1210766971,Create correct references for fields,,,232139,,,,
1210774811,bundle version error disappears on incremental build,,,232176,,,,
1210782470,Baseline pref page shouldn't use checkboxes in list,,,232200,,,,
1210793020,Cannot add back a baseline with same name,,,232217,,,,
1210813329,Error reported on field added to interface with @noimplement,,,232235,,,,
1210820068,"""Tag '@noinstantiate' is unsupported on a class"" should say ""abstract class""",,,232249,,,,
1210861649,API leak reported for @nooverride @noreference method,,,232401,,,,
1210863492,Message improvements on Compatibility problems tab,,,232408,,,,
1210927988,@noreference changes should not be reported when the baseline doesn't have any api description,,,232514,,,,
1210931290,TVT34:TCT302: TVT FR - Sentence in English + layout,,,232524,,,,
1210933990,Eclipse build Ant task should allow removed bundles to be filtered out,,,232536,,,,
1210934589,Scanning 'project' message is not descriptive,,,232538,,,,
1210942362,API builder seems slower in I20080515-2000,,,232570,,,,
1210944439,'Analyzing API: Checking API use' not descriptive enough,,,232581,,,,
1210949900,SWT bundle is poorly handled by API tools,,,232601,,,,
1211166061,Preference page does not use dialog font,,,232732,,,,
1211180302,API Baselines preference page should use dialog font everywhere,,,232784,,,,
1211183612,building org.eclipse.swt with API baseline gives tons of errors,,,232795,,,,
1211268726,The same API Problem is reported several in Problem View,,,232958,,,,
1211287366,Error message missing arguments,,,233034,,,,
1211292643,Quick fix message is awkward,,,233060,,,,
1211296209,More visible members should be checked for @since tags errors,,,233083,,,,
1211307446,building project causes files to get modified,,,233108,,,,
1211317106,Combine duplicated NLS messages,,,233130,,,,
1211317783,API use scan performed even if no required bundles,,,233132,,,,
1211352974,Naming of the column in the api verification report should be improved,,,233209,,,,
1211353535,Translation Clarification - org.eclipse.pde.api.tools.ui,,,233211,,,,
1211368193,Unused NLS strings should be cleaned up,,,233280,,,,
1211368794,search engine returns emtpy search results,,,233283,,,,
1211417306,IOExceptions if baseline name is invalid file name,,,233392,,,,
1211418763,API Verification Report does not honor API Problem filters,,,233398,,,,
1211432355,Lots of new API errors after switching to I20080521-2000,,,233426,,,,
1211438921,Importing binary project is broken in I20080521-2000,,,233441,,,,
1211440798,Reports wrong error on correct @since 3.4 tag,,,233445,,,,
1211466743,Close baseline profile after build,,,233569,,,,
1211506368,API Verification Report: List of all non API bundles misleading,,,233616,,,,
1211544933,Project API descriptions retain all members,,,233731,,,,
1211798694,Grid data are never used for the combos,,,233978,,,,
1211802880,binary compatible instance field addition should not be flagged as binary incompatible,,,233996,,,,
1211809047,Externalized string has a typo,,,234014,,,,
1211809393,Some compatibility options should be removed,,,234015,,,,
1211811391,Tag scanner does not respect source level,,,234023,,,,
1212417788,Some compatibility options can be removed,,,235220,,,,
1212419197,Option in wrong spot,,,235225,,,,
1212652017,Remove use of ExportPackageDescription.isRoot(),,,235820,,,,
1212652134,"""Comparing 'project' to API baseline..."" message could be better",,,235822,,,,
1213183194,NPE opening the errors / warnings property page,,,236687,,,,
1213194505,No baseline equals no scanning for analysis that doesn't require a baseline,,,236734,,,,
1213265540,NPE from API Analysis builder,,,236904,,,,
1213273024,Not all tag problems are reported,,,236942,,,,
1214027870,api tools gives error on saving file,,,238019,,,,
1215085465,[api tooling] API Baseline does not pick up stuff from dropins/,,,239493,,,,
1215419600,About 'Add API Baseline Quickfix',,,239807,,,,
1215501163,Doc Clarification / API Tooling Setup,,,239966,,,,
1215505001,"Doc Clarification / ""varargs parameters""",,,239988,,,,
1215584056,Doc clarification - type member or member type,,,240146,,,,
1216042783,The API builder should be more resilient,,,240717,,,,
1216109707,JavaModelException renaming project,,,240852,,,,
1216265563,"Wrong ""type of the field ... has been changed"" for protected field in @noextend class",,,241213,,,,
1216896622,Should not allow @noreference tag on private fields,,,242000,,,,
1216976607,BadLocationException while problem creation,,,242084,,,,
1217319487,NPE trying to resolve method while tag scanning,,,242392,,,,
1217332447,API baseline setting not persisted,,,242442,,,,
1217344295,Don't store API Baselines in the workspace metadata; use a file in the workspace instead,,,242473,,,,
1217415498,Should not allow @nooverride tag on final methods,,,242598,,,,
1217420748,Binary Compatibility options for Annotations,,,242609,,,,
1217421668,"Simplify ""converted to enum..."" compatibility options",,,242610,,,,
1217421960,Re-order compatibility options,,,242612,,,,
1217904705,Tons of API tooling errors after importing binaries,,,243136,,,,
1218448002,Need to clean up api descriptions when projects are deleted,,,243766,,,,
1218461588,Incremental build problem with fix for bug 229697,,,243809,,,,
1218462168,CCE on code assist for @noextend,,,243811,,,,
1218713381,API problems not being created properly on inner interfaces,,,244211,,,,
1219153216,Test failures in nightly build,,,244607,,,,
1219156736,Error for adding method to API class,,,244620,,,,
1219204814,Invalid API problems for method that changed from private to @noreference public,,,244673,,,,
1219209363,Add org.eclipse.team.core.fileTypes extension for .api_filters,,,244679,,,,
1219231117,"Changing class hierachy reports ""reduced"" hierarchy instead of ""changed""",,,244726,,,,
1219231266,"Reducing class hierarchy reports ""changed"" instead of ""reduced""",,,244727,,,,
1219241498,Unresolved method error in the .log file,,,244745,,,,
1219241532,adding abstract to a @noinstantiate class creates problem,,,244746,,,,
1219242515,No problem detected when public class becomes package visible,,,244750,,,,
1219323796,reducing visibility of member types reported incorrectly as remove,,,244864,,,,
1219331054,no error when adding a member type to interface,,,244884,,,,
1219406177,adding super interface to interface does not create errors,,,244984,,,,
1219406810,no problem when adding @noimplement restriction,,,244985,,,,
1219413263,@noreference should suppress some field compatibility problems,,,244993,,,,
1219413546,"Redundant problems reported when removing ""final"" on constant",,,244994,,,,
1219669869,@noreference should suppress some method compatibility problems,,,245166,,,,
1219673271,pushing a method up the class hierarchy should not be error,,,245170,,,,
1219749324,implicit/explicit class bound of Object should not be considered in add/remove/change,,,245282,,,,
1219834640,Coordinate compatibility options doc with latest prefs,,,245414,,,,
1219835075,Smoke test plan published on web site,,,245415,,,,
1219837020,Typo in org.eclipse.pde.api.tools.builder.tests.compatibility.ClassCompatibilityHierarchyTests.WORKSPACE_CLASSES_PACKAGE_A path,,,245417,,,,
1219843821,Performance test suite,,,245434,,,,
1219998575,API breakage reported if removing extends of internal class,,,245699,,,,
1220365275,Removed type not detected in incremental build,,,246013,,,,
1220440794,Wrong problem removed using @noreference tag on inner constructors,,,246114,,,,
1220448947,no error reported when enum super interface removed,,,246138,,,,
1220448948,leak problems removed for final fields with @noreference tag,,,246139,,,,
1220590553,Creating a usage problem filter doesn't remove it from Problems view,,,246347,,,,
1220613323,no error for malformed tag of form abc1.0,,,246401,,,,
1220629428,tests for interface reduction are failing,,,246443,,,,
1220949294,The preference for type parameter has been modified should be removed,,,246729,,,,
1220962896,Delta should be reported for changed restrictions on a field or a method,,,246766,,,,
1220963074,Delta should be reported for changed restrictions on a field or a method,,,246767,,,,
1221020708,Tons of API tooling errors after importing binaries,,,246842,,,,
1221072278,Document fall-through cases in switch statements,,,246932,,,,
1221093526,Many errors due to wrong warning about changed restrictions,,,246953,,,,
1221095418,API tooling errors in org.eclipse.debug.ui,,,246957,,,,
1221124337,restricted constructors from public static inner types not flagged,,,247028,,,,
1221145449,Add severity setting for method restriction modification,,,247086,,,,
1221207985,Must not warn for missing @since tag if extending method from Object,,,247165,,,,
1221464129,Removing @noextend API restriction should not result in error,,,247291,,,,
1221482354,Remove implementation of primitive types,,,247329,,,,
1221486165,Delta CHANGED/RESTRICTIONS should be modified to be ADDED/RESTRICTIONS,,,247343,,,,
1221489250,API error reported when deleting non-API class (incremental),,,247349,,,,
1221555044,remove export code from AbstractApiComponent,,,247505,,,,
1221556626,Investigate integration into the Java builder,,,247510,,,,
1221570633,Adding back deleted type does not remove API error (incremental),,,247545,,,,
1221629498,"Invalid ""constructor has been removed"" warning on internal class",,,247632,,,,
1221639076,Adding @noextend and removing final modifier is not a pb if the class was a final class,,,247654,,,,
1221639310,Missing @since tag should not be reported for newly added constructor in an internal class,,,247655,,,,
1221646293,API leak issues should be filtered out on members tagged with @noreference,,,247677,,,,
1221648597,@nooverride  should not be proposed for a static method,,,247685,,,,
1221654807,Removing internal superclass does not report error for removed methods,,,247703,,,,
1221723383,We should not load the profiles when opening the baseline preference page,,,247823,,,,
1221801728,"Adding ""final"" and ""@nooverride"" confuses API Tool",,,247952,,,,
1222070563,API tools problems line numbers appear off by one,,,248138,,,,
1222847371,collapse IType and IReferenceType descriptors,,,249319,,,,
1222933117,consolidate element descriptors/structures used by delta compare & usage analysis,,,249484,,,,
1223501496,Plugin projects Fail to launch with Eclipse 3.4 on Mac OSX Leopard with Java 1.6(64 bit),,,250221,,,,
1223986486,Remove stub generation code,,,250824,,,,
1224357880,Failed assertion in API tooling build,,,251313,,,,
1224442808,infrastructure: make search criteria more flexible,,,251336,,,,
1224491018,Improve API tooling test turnaround,,,251401,,,,
1224510268,IApiComponent should be an IApiElement,,,251466,,,,
1224554191,Problem should say ADDED restriction instead of CHANGED,,,251502,,,,
1224562689,"@noreference tagged method reported as ""no longer API"" when baseline has no API description",,,251513,,,,
1224597011,Remove compatibility checks for visible members in non-API supertypes,,,251606,,,,
1224597814,Infrastructure support for source or binary analysis,,,251609,,,,
1224599711,rename IClassFile and IClassFileContainer,,,251613,,,,
1224648400,Error for API addition gets wrongly reported,,,251679,,,,
1224662643,Incremental build reports incorrect errors,,,251710,,,,
1224667793,Unresolved method signature inside the .api_description file for a workspace bundle,,,251723,,,,
1224673774,"Fup of 246114, org.eclipse.pde.api.tools.internal.search.MethodLeakDetector#getSourceRange(IType, IDocument, IReference) should not return new Position( -1, 0)",,,251742,,,,
1224680865,fix enclosing type resolution for nested types,,,251763,,,,
1224688937,simplify search scopes,,,251783,,,,
1224740981,Should not build when changes to .api_filters are detected,,,251830,,,,
1224746306,"Class marked with ""super interfaces set reduced"" without change in hierarchy",,,251838,,,,
1224752864,speed up tag tests,,,251854,,,,
1224861803,Baseline creation should use framework to determine contents,,,252071,,,,
1225112004,Missing API problems in the workspace,,,252240,,,,
1225188602,Report error when missing bundle prevents from doing a complete verification,,,252386,,,,
1225199240,Transient failure in API filter tests,,,252459,,,,
1225333777,The API tooling report ignores API filters,,,252719,,,,
1225526395,ClassCastExceptions from API scanning,,,253055,,,,
1225877847,Cannot find illegal reference to generic method,,,253940,,,,
1225878696,Invalid API error reported against OSGi,,,253945,,,,
1225878802,API Tools should use the new PixelConverter class,,,253946,,,,
1225891294,Generic signatures should be used when creating API problems,,,253978,,,,
1226453158,NPE encountered while running API Analysis Builder.,,,254988,,,,
1226472221,Test failures in I20081111-0800,,,255024,,,,
1226486124,CCE in SystemAPIDetector,,,255069,,,,
1226486647,Closed stream after restart,,,255072,,,,
1226491047,SystemAPIDetector should not be used by default,,,255081,,,,
1226500438,API Tools should remove use of deprecated preferences code,,,255100,,,,
1226501467,API tools could (should) be able to clean up via user request,,,255104,,,,
1226548347,Unable to resolve super interface,,,255147,,,,
1226563747,SystemApiDescriptionTests tests are failing in the test harness,,,255181,,,,
1226571362,When the SystemApiDetector should be enabled,,,255215,,,,
1226572898,Invalid tags leak into API descriptions,,,255222,,,,
1226584965,Fragments should be able to see types from the host,,,255269,,,,
1226586833,Weird test failure in ApiBaselineManagerTests#testWPUpdateExportPackageAdded,,,255274,,,,
1226652809,Misleading error message on added field,,,255353,,,,
1226915215,Wrong message is reported inside the ant task for illegally implementing an interface,,,255525,,,,
1226920644,Detectors should not be instantiated for binary components,,,255541,,,,
1226931161,New warnings are reported against jdt/core,,,255563,,,,
1226957968,Resolution issue with the ant task,,,255587,,,,
1226980692,NPE while building my workspace,,,255614,,,,
1226997339,Delta Processor is reporting method additions incorrectly in interfaces,,,255646,,,,
1227000459,Illegal usage should not be reported inside fragments of the host,,,255659,,,,
1227003048,Api Tools ant tasks should work with more than *.zip locations,,,255667,,,,
1227004257,NPE running api verification task on Linux,,,255673,,,,
1227005873,BundleApiComponent resolve package name doesn't honor the external jars on the bundle classpath,,,255679,,,,
1227083463,should allow addition of @noextend tag to unrestricted interface,,,255799,,,,
1227085364,Wrong API problem (illegally implements interface via sub-interface),,,255804,,,,
1227090499,RuntimeException(Throwable) is wrongly reported as fine for J2SE-1.3,,,255830,,,,
1227091100,IReference should make a distinction for direct type references vs Class.forName(...),,,255834,,,,
1227187882,reduce manifest footprint,,,256006,,,,
1227189673,Ant tasks should be able to support p2 installations,,,256011,,,,
1227194211,incorrect line number for invalid type reference,,,256030,,,,
1227194341,API tools should have external tool builder to build ant support jar,,,256032,,,,
1227271584,Remove unused caching code,,,256157,,,,
1227274261,FUP 256157 additional code clean up,,,256163,,,,
1227281118,migration guide entry,,,256175,,,,
1227281627,package / classfile organization,,,256178,,,,
1227518059,Should report error when state cannot be resolved,,,256291,,,,
1227668968,"Possibly broken code in IllegalImplementsProblemDetector.isImplemented(String, IApiType[])",,,256565,,,,
1227751530,Wrong problems reported in build reports (N20081126-2000),,,256732,,,,
1227758229,Avoid dead code problem,,,256745,,,,
1227786032,Share more code for problem detectors,,,256814,,,,
1227801303,CoreException should not be logged when a superclass or a superinterface cannot be resolved,,,256836,,,,
1227863779,Cascading failures in build N20081127-2000,,,256902,,,,
1227871896,Should report @since tag errors for protected members inside a class tagged as @noextend,,,256920,,,,
1227898002,Add new quickfix for problem reporting an api component resolution error,,,256954,,,,
1228131693,update doc for new API analysis options,,,257105,,,,
1228134859,Incorrect API leak warning given on a protected method of final that returns non-API class,,,257113,,,,
1228213302,Cannot locate illegal usage inside anonymous or local types when bundle targets < 1.5,,,257219,,,,
1228283159,Several messages in .log against internal(!) classes,,,257353,,,,
1228283742,API Tooling Setup dialog should not show binary plug-ins,,,257356,,,,
1228313507,Add multiple binary folders support for the ant task apitooling.apigeneration,,,257424,,,,
1228392059,Remove dead code from delta tests,,,257589,,,,
1228728158,Types are not completely processed when they are parameterized,,,257928,,,,
1228744026,NPE from BaseApiAnalyzer,,,257973,,,,
1228793936,Tons of API tooling errors after importing binaries,,,258038,,,,
1228828601,Quick fix to remove stale filter not available,,,258156,,,,
1229320144,"""Invalid references in system libraries"" is unclear",,,258797,,,,
1229326422,NPE in SystemApiDetector.getDisplay(),,,258808,,,,
1229345600,Resource out of sync problems,,,258849,,,,
1229346625,Provide a compare ant task,,,258853,,,,
1229355274,NPE in test suite,,,258867,,,,
1229362373,Api check should also check reexported API types,,,258882,,,,
1229418719,CoreException in log when analyzing org.eclipse.osgi,,,258950,,,,
1230464570,API analysis aborted due to unresolved constraints,,,259722,,,,
1231169928,Restrictions changed errors appear on manifest rather than changed type,,,259997,,,,
1231240542,False report of EE problem,,,260070,,,,
1231336751,"How to remove invalid ""no longer API"" errors",,,260310,,,,
1231754271,line number off by 1 for system library reference error,,,260729,,,,
1231754657,yellow performance tests need tuning,,,260732,,,,
1231769506,Unused api filters should not be reported when corresponding checks have not been run,,,260774,,,,
1231990770,Changing projected method on a @noextend gets an API error,,,261176,,,,
1232084754,Unable to resolve superclass java.lang.Object,,,261336,,,,
1232586715,Change to p2 Query API (part II),,,261964,,,,
1232635754,API leak error on a method with @noreference,,,262080,,,,
1232960246,Compatibility and Usage tests do not respect specified compiler compliance,,,262377,,,,
1233044215,Erroneous problem reported from version increment in re-exported bundle,,,262546,,,,
